order_id,customer_id,product_id,quantity,order_date,amount,status
O1042,C0145,P016,5,2023-06-24,,Pending
O1043,C0191,P023,1,04/25/2023,617.51,Shipped
O1044,C0163,P018,2,19-Jun-2023,753.5,pending
O1045,C0022,P050,1,05-Jun-2023,131.83,pending
O1046,C0082,P999,3,01/06/2023,,pending
O1047,C0143,P036,1,03/28/2023,83.52,Shipped
O1048,C0075,P027,5,02/22/2023,782.76,shipped
O1049,C0036,P018,1,01/12/2023,228.01,shipped
O1050,C0185,P041,0,27-Mar-2023,250.68,pending
O1051,C0085,P029,-1,02/16/2023,263.33,shipped
O1052,C0102,P021,4,03/27/2023,627.76,SHIPPED
O1053,C0030,P037,2,2023-04-23,444.58,pending
O1054,C0075,P045,4,2023-03-22,119.95,Cancelled
O1055,C0109,P025,4,14-Jun-2023,432.15,Shipped
O1056,C0093,P045,0,21-Feb-2023,206.1,Shipped
O1057,C0145,P042,3,08-Mar-2023,,Cancelled
O1058,C0133,P036,4,2023-06-17,375.82,SHIPPED
O1059,C0007,P031,0,03/11/2023,,delivered
O1060,C0053,P034,4,26-Jan-2023,,Shipped
O1061,C0006,P022,2,05/06/2023,594.99,Pending
O1062,C0110,P030,2,2023-06-20,529.27,pending
O1063,C0152,P028,2,04-May-2023,565.97,shipped
O1064,C0094,P021,4,13-May-2023,514.9,Shipped
O1065,C0090,P023,3,2023-03-04,476.23,SHIPPED
O1066,C0030,P012,4,16-Feb-2023,118.92,Pending
O1067,C0178,P042,2,2023-04-20,120.83,delivered
O1068,C0092,P001,4,06/16/2023,409.3,Cancelled
O1069,C0114,P032,2,02/25/2023,227.13,Pending
O1070,C0191,P050,1,2023-03-18,221.63,delivered
O1071,C0185,P029,1,01/15/2023,526.4,SHIPPED
O1072,C0023,P029,2,20-Jun-2023,592.71,pending
O1073,C0043,P040,2,2023-05-18,460.36,SHIPPED
O1074,C0181,P019,5,04/02/2023,,delivered
O1075,C0168,P009,2,06/13/2023,664.5,shipped
O1076,C0148,P041,4,17-Apr-2023,637.73,SHIPPED
O1077,C0178,P024,5,15-Jun-2023,621.57,Cancelled
O1078,C0179,P023,4,03/11/2023,349.42,SHIPPED
O1079,C0141,P037,3,06/26/2023,,Shipped
O1080,C0032,P999,4,2023-06-10,,delivered
O1081,C0071,P006,3,10-Jun-2023,,Cancelled
O1082,C0194,P015,1,17-Feb-2023,,pending
O1083,C0003,P001,4,2023-01-24,387.38,Shipped
O1084,C0081,P024,2,01-May-2023,,Cancelled
O1085,C0043,P029,2,2023-02-03,496.7,shipped
O1086,C0193,P008,4,08-Jan-2023,120.47,Pending
O1087,C0154,P047,1,20-May-2023,530.14,shipped
O1088,C0192,P026,2,03-May-2023,99.07,Shipped
O1089,C0093,P021,5,2023-04-25,441.62,Shipped
O1090,C9999,P005,1,06/17/2023,324.4,pending
O1091,C0180,P026,5,2023-02-26,,Pending
O1092,C0084,P026,1,2023-02-02,355.61,Shipped
O1093,C0112,P008,3,2023-01-23,529.86,Cancelled
O1094,C0003,P011,5,02/24/2023,579.4,Cancelled
O1095,C0031,P050,4,2023-05-21,60.46,pending
O1096,C0117,P033,5,22-May-2023,134.27,Shipped
O1097,C0059,P048,1,2023-02-06,382.69,Pending
O1098,C0183,P048,2,01/19/2023,579.03,Shipped
O1099,C0129,P044,5,04/28/2023,,delivered
O1100,C0080,P021,3,05/08/2023,455.41,SHIPPED
O1101,C0152,P032,5,2023-04-01,,Pending
O1102,C0089,P041,3,2023-06-10,529.27,shipped
O1103,C0136,P016,2,14-May-2023,83.49,SHIPPED
O1104,C0118,P048,2,14-Jan-2023,321.54,shipped
O1105,C0061,P019,4,2023-03-08,590.93,shipped
O1106,C0035,P050,1,2023-05-12,378.18,pending
O1107,C0079,P030,2,2023-05-02,250.33,delivered
O1108,C0084,P010,3,02/01/2023,48.67,delivered
O1109,C0116,P036,0,2023-01-27,,shipped
O1110,C0051,P026,1,2023-01-03,214.47,Cancelled
O1111,C0114,P009,0,14-May-2023,,pending
O1112,C0128,P002,3,02-Feb-2023,157.85,Pending
O1113,C0158,P016,5,07-Apr-2023,79.3,delivered
O1114,C0135,P016,1,05/26/2023,627.71,SHIPPED
O1115,C0145,P033,1,03/02/2023,183.03,Pending
O1116,C0092,P050,0,2023-06-02,528.92,Pending
O1117,C0100,P023,2,12-Jun-2023,478.09,Shipped
O1118,C0181,P045,2,04/18/2023,158.7,shipped
O1119,C0126,P003,2,2023-05-07,387.61,SHIPPED
O1120,C0184,P012,3,2023-02-25,126.69,delivered
O1121,C0135,P024,4,02/24/2023,275.88,delivered
O1122,C0164,P032,5,22-Feb-2023,743.79,delivered
O1123,C0045,P025,2,13-May-2023,11.42,Shipped
O1124,C0047,P039,5,11-Feb-2023,456.78,Shipped
O1125,C0061,P023,1,2023-03-15,539.32,SHIPPED
O1126,C0054,P016,1,04/06/2023,48.04,pending
O1127,C0097,P023,4,02/06/2023,466.66,Shipped
O1128,C9999,P019,1,03-Jun-2023,144.38,Shipped
O1129,C0087,P039,1,2023-04-06,526.37,Shipped
O1130,C0085,P014,5,2023-03-10,586.68,Shipped
O1131,C0013,P026,2,21-Jun-2023,,pending
O1132,C9999,P007,3,04/16/2023,,Cancelled
O1133,C0068,P006,3,03/15/2023,301.83,SHIPPED
O1134,C0058,P018,1,08-May-2023,281.6,Shipped
O1135,C0100,P034,4,28-Apr-2023,196.16,Shipped
O1136,C0129,P037,-1,2023-02-07,759.91,shipped
O1137,C0011,P028,2,11-Mar-2023,505.51,delivered
O1138,C0018,P006,3,26-Jan-2023,420.55,Pending
O1139,C0151,P034,-1,04-Jan-2023,474.47,delivered
O1140,C0026,P019,4,2023-04-02,527.28,SHIPPED
O1141,C0104,P010,4,02-Feb-2023,712.76,pending
O1142,C9999,P024,3,2023-06-04,675.85,shipped
O1143,C0077,P048,3,04/07/2023,,Cancelled
O1144,C0125,P049,1,2023-05-13,135.59,delivered
O1145,C9999,P037,2,2023-03-23,207.1,SHIPPED
O1146,C0095,P030,1,04/06/2023,201.13,Pending
O1147,C0142,P023,3,2023-04-02,554.19,delivered
O1148,C0147,P050,2,28-Jan-2023,222.58,Shipped
O1149,C0122,P009,1,23-Jun-2023,490.59,SHIPPED
O1150,C0109,P025,2,2023-04-19,544.98,Shipped
O1151,C0131,P043,5,2023-01-16,491.15,SHIPPED
O1152,C0071,P041,3,26-Jan-2023,418.66,pending
O1153,C0170,P021,4,2023-04-24,214.95,Pending
O1154,C0182,P037,2,12-Jun-2023,514.27,SHIPPED
O1155,C0044,P043,1,2023-05-25,595.33,Cancelled
O1156,C0086,P042,3,05/10/2023,710.61,delivered
O1157,C0031,P031,5,04-May-2023,66.26,pending
O1158,C0136,P020,-1,2023-05-15,168.23,SHIPPED
O1159,C0184,P012,2,2023-02-25,55.83,Pending
O1160,C0196,P011,0,04/16/2023,352.63,Shipped
O1161,C0010,P035,1,2023-01-22,607.91,Cancelled
O1162,C0188,P016,0,2023-02-03,313.0,SHIPPED
O1163,C0075,P030,3,2023-04-12,,shipped
O1164,C0104,P002,2,12-Jan-2023,27.31,Cancelled
O1165,C0010,P025,5,2023-01-21,,Shipped
O1166,C0177,P008,5,2023-06-21,564.48,SHIPPED
O1167,C0108,P043,5,17-Jan-2023,118.36,Pending
O1168,C0031,P019,2,12-Feb-2023,624.59,pending
O1169,C9999,P011,2,2023-01-22,389.72,Shipped
O1170,C0147,P043,5,06/08/2023,581.63,SHIPPED
O1171,C0068,P030,1,2023-04-24,294.57,Shipped
O1172,C9999,P003,2,2023-03-24,716.68,SHIPPED
O1173,C0088,P012,4,2023-04-21,314.72,Shipped
O1174,C0034,P045,0,05/22/2023,729.87,shipped
O1175,C0157,P025,2,2023-04-02,395.62,SHIPPED
O1176,C9999,P021,5,06/28/2023,465.55,Pending
O1177,C0134,P045,2,27-Feb-2023,534.33,Pending
O1178,C0014,P001,4,2023-04-11,,SHIPPED
O1179,C0072,P004,4,2023-05-15,195.65,delivered
O1180,C0128,P029,0,2023-01-27,335.75,delivered
O1181,C0155,P040,5,2023-03-27,540.46,delivered
O1182,C0058,P030,5,04-Jan-2023,529.16,shipped
O1183,C0001,P022,3,2023-02-16,,delivered
O1184,C0184,P048,5,2023-02-15,105.39,Cancelled
O1185,C0087,P007,0,2023-05-17,714.49,pending
O1186,C0002,P034,4,23-Feb-2023,391.52,shipped
O1187,C0188,P009,5,2023-05-23,408.25,SHIPPED
O1188,C0102,P022,-1,10-May-2023,485.99,Pending
O1189,C0081,P046,2,2023-03-22,503.09,Cancelled
O1190,C0167,P012,3,19-May-2023,611.01,Cancelled
O1191,C0107,P044,3,01/01/2023,,shipped
O1192,C0014,P043,2,01/23/2023,,shipped
O1193,C9999,P035,1,24-Feb-2023,543.67,Pending
O1194,C0100,P016,3,26-Apr-2023,47.11,SHIPPED
O1195,C9999,P004,5,21-Feb-2023,689.75,Cancelled
O1196,C0166,P024,5,06-Apr-2023,582.68,Shipped
O1197,C0048,P012,1,05/28/2023,,Shipped
O1198,C0085,P030,2,20-Jun-2023,481.54,SHIPPED
O1199,C0126,P037,3,05/06/2023,766.02,Pending
O1200,C0138,P026,2,05/17/2023,271.54,Pending
O1201,C9999,P042,4,02-Feb-2023,517.39,SHIPPED
O1202,C0098,P008,3,26-May-2023,418.33,pending
O1203,C0125,P003,3,2023-05-18,759.09,Cancelled
O1204,C0017,P014,4,06/25/2023,172.41,Cancelled
O1205,C0019,P999,3,2023-03-18,67.87,Pending
O1206,C0059,P017,4,01-May-2023,23.34,Cancelled
O1207,C0159,P005,1,10-Jun-2023,407.24,Shipped
O1208,C0073,P049,1,26-Apr-2023,,SHIPPED
O1209,C0163,P010,3,2023-02-04,18.81,Shipped
O1210,C0147,P039,1,03/07/2023,601.15,Cancelled
O1211,C0132,P010,3,28-Jan-2023,153.27,pending
O1212,C0166,P036,3,2023-03-12,583.22,Cancelled
O1213,C0168,P016,2,23-Mar-2023,366.01,shipped
O1214,C0145,P037,4,24-Jun-2023,257.44,pending
O1215,C0071,P024,4,2023-05-04,293.41,Cancelled
O1216,C0156,P006,2,03-Jun-2023,165.18,Shipped
O1217,C0005,P033,5,09-May-2023,476.13,Pending
O1218,C0121,P042,2,15-Feb-2023,475.78,Pending
O1219,C0024,P999,2,25-Feb-2023,647.17,shipped
O1220,C0115,P011,2,02/25/2023,391.97,shipped
O1221,C0017,P017,2,2023-04-02,635.25,Cancelled
O1222,C0083,P007,3,13-Feb-2023,218.02,pending
O1223,C0094,P038,5,04/12/2023,778.41,pending
O1224,C9999,P039,4,2023-02-05,70.9,shipped
O1225,C0093,P039,2,06/16/2023,,shipped
O1226,C0152,P011,2,2023-06-17,463.05,Pending
O1227,C0038,P004,5,24-Jan-2023,483.49,Cancelled
O1228,C0073,P006,4,05-May-2023,144.75,delivered
O1229,C0197,P012,2,2023-05-03,280.71,pending
O1230,C0099,P009,5,16-Feb-2023,662.95,Pending
O1231,C0010,P035,4,25-Jan-2023,722.57,Cancelled
O1232,C0111,P034,5,12-Apr-2023,751.35,delivered
O1233,C0190,P049,-1,10-Jan-2023,386.94,Pending
O1234,C0105,P017,1,07-Jun-2023,,delivered
O1235,C0081,P027,5,03/20/2023,685.43,Cancelled
O1236,C0102,P049,5,10-Mar-2023,302.47,SHIPPED
O1237,C0199,P046,1,2023-02-04,362.81,Pending
O1238,C0103,P022,1,2023-01-27,,pending
O1239,C0154,P028,3,20-Apr-2023,39.83,Pending
O1240,C0074,P046,2,26-Jun-2023,356.79,SHIPPED
O1241,C0050,P003,2,2023-06-01,542.48,Shipped
O1242,C0071,P050,4,03-Jan-2023,419.02,SHIPPED
O1243,C0186,P036,3,2023-04-19,770.82,SHIPPED
O1244,C0045,P027,5,18-Mar-2023,758.14,SHIPPED
O1245,C0178,P029,2,2023-04-19,769.38,pending
O1246,C0030,P017,2,17-Mar-2023,191.64,Shipped
O1247,C0180,P017,3,07-Mar-2023,745.8,SHIPPED
O1248,C0047,P048,4,2023-03-07,195.54,shipped
O1249,C0064,P040,1,01-May-2023,543.89,Shipped
O1250,C0124,P024,5,05/09/2023,397.74,shipped
O1251,C0193,P037,4,28-Apr-2023,437.21,delivered
O1252,C0045,P030,4,2023-04-19,16.65,SHIPPED
O1253,C0093,P040,3,03/06/2023,382.36,pending
O1254,C0054,P027,4,2023-05-22,,delivered
O1255,C0026,P047,4,06/05/2023,164.89,delivered
O1256,C0003,P012,5,18-Mar-2023,259.42,Shipped
O1257,C0102,P007,3,03/09/2023,507.59,SHIPPED
O1258,C0144,P036,1,07-May-2023,287.36,Pending
O1259,C0167,P042,3,2023-06-15,541.82,pending
O1260,C0158,P019,2,05/19/2023,743.57,delivered
O1261,C0019,P006,3,04/09/2023,571.24,delivered
O1262,C0093,P048,4,02/22/2023,,Cancelled
O1263,C0180,P048,1,01/01/2023,750.07,Pending
O1264,C0196,P006,1,02/24/2023,709.52,pending
O1265,C0161,P009,1,15-Apr-2023,291.9,SHIPPED
O1266,C0141,P029,5,06/19/2023,482.09,Pending
O1267,C0164,P041,4,03/14/2023,645.72,shipped
O1268,C9999,P001,2,04/25/2023,,SHIPPED
O1269,C0003,P050,2,05/14/2023,443.09,shipped
O1270,C0042,P046,4,25-May-2023,72.58,delivered
O1271,C0178,P044,5,02/05/2023,336.19,Shipped
O1272,C0164,P030,5,2023-05-01,263.31,Shipped
O1273,C0073,P018,1,03/14/2023,129.04,delivered
O1274,C0128,P024,3,03/25/2023,,Shipped
O1275,C0140,P031,3,06/08/2023,,delivered
O1276,C0114,P016,4,02/16/2023,84.23,Cancelled
O1277,C0080,P021,5,2023-02-12,210.12,delivered
O1278,C0171,P014,4,2023-01-13,142.21,Shipped
O1279,C0011,P038,5,03-Apr-2023,618.93,Pending
O1280,C0087,P049,2,11-Feb-2023,,delivered
O1281,C0166,P049,2,03/02/2023,308.44,Cancelled
O1282,C0113,P036,2,09-Apr-2023,439.46,delivered
O1283,C0142,P011,3,06/17/2023,437.87,Cancelled
O1284,C0048,P002,5,05/27/2023,579.59,shipped
O1285,C0135,P044,5,17-Jan-2023,333.75,Shipped
O1286,C0012,P009,1,04/22/2023,88.02,Pending
O1287,C0160,P045,2,02/21/2023,65.99,delivered
O1288,C0021,P030,5,02-Jun-2023,713.44,SHIPPED
O1289,C0136,P003,1,08-Jun-2023,,pending
O1290,C0049,P013,2,06/19/2023,450.93,Cancelled
O1291,C0118,P045,2,06-Jun-2023,444.47,Pending
O1292,C0114,P023,3,11-Jun-2023,335.75,shipped
O1293,C0145,P035,3,2023-01-24,367.4,SHIPPED
O1294,C0153,P002,3,01-Mar-2023,787.67,delivered
O1295,C0071,P036,5,02/09/2023,39.81,Pending
O1296,C0064,P015,5,06/11/2023,735.13,shipped
O1297,C0125,P045,1,2023-05-13,247.31,delivered
O1298,C0015,P050,4,24-Feb-2023,695.59,delivered
O1299,C0155,P001,1,11-Feb-2023,42.53,Cancelled
O1300,C0057,P010,4,01/08/2023,604.74,SHIPPED
O1301,C0101,P010,5,04/17/2023,443.04,delivered
O1302,C0179,P009,2,24-May-2023,525.28,shipped
O1303,C0063,P005,5,03/07/2023,540.68,SHIPPED
O1304,C9999,P042,3,2023-02-15,792.23,delivered
O1305,C0060,P013,0,02/28/2023,53.09,Shipped
O1306,C0088,P045,4,18-Feb-2023,175.12,delivered
O1307,C0067,P036,2,2023-06-17,537.93,SHIPPED
O1308,C0044,P004,5,13-Jan-2023,377.32,SHIPPED
O1309,C0170,P043,3,17-Apr-2023,523.03,Shipped
O1310,C0081,P032,2,2023-06-01,773.77,shipped
O1311,C0136,P020,2,08-Mar-2023,550.61,SHIPPED
O1312,C0016,P041,1,13-Mar-2023,759.8,shipped
O1313,C0023,P047,5,05/05/2023,552.35,SHIPPED
O1314,C0155,P022,2,10-Feb-2023,550.4,Cancelled
O1315,C0135,P009,2,18-Jan-2023,456.23,Cancelled
O1316,C0031,P012,1,04/10/2023,705.3,Cancelled
O1317,C0164,P048,-1,09-May-2023,30.7,Pending
O1318,C0157,P015,1,28-May-2023,553.63,pending
O1319,C0183,P042,4,2023-04-25,139.39,SHIPPED
O1320,C0106,P015,2,16-May-2023,742.41,SHIPPED
O1321,C0118,P016,5,24-May-2023,310.5,Pending
O1322,C0138,P034,1,08-Jan-2023,366.77,Pending
O1323,C9999,P048,1,2023-03-15,357.25,pending
O1324,C0076,P040,2,2023-05-04,,delivered
O1325,C0150,P045,3,06/07/2023,151.31,Shipped
O1326,C0065,P021,2,04/21/2023,,Shipped
O1327,C0135,P046,5,2023-01-25,136.32,SHIPPED
O1328,C0145,P043,2,03/24/2023,572.52,SHIPPED
O1329,C0161,P012,2,04/28/2023,,Pending
O1330,C0002,P039,5,2023-05-20,368.45,shipped
O1331,C0141,P018,2,2023-01-05,127.12,Cancelled
O1332,C0148,P039,0,20-Mar-2023,795.05,Cancelled
O1333,C0180,P039,4,03/11/2023,,pending
O1334,C0018,P049,3,03/17/2023,106.4,Pending
O1335,C0054,P045,5,24-Apr-2023,506.89,Pending
O1336,C0181,P019,3,20-Feb-2023,796.07,pending
O1337,C0134,P047,2,2023-02-01,193.85,Shipped
O1338,C0120,P041,2,12-Mar-2023,799.2,delivered
O1339,C9999,P014,3,2023-05-11,63.59,Shipped
O1340,C0176,P022,5,03/22/2023,667.31,pending
O1341,C0010,P042,4,2023-04-24,434.2,delivered
O1342,C0134,P020,5,2023-03-03,174.53,SHIPPED
O1343,C0008,P022,2,03/23/2023,317.76,Cancelled
O1344,C0009,P018,2,2023-05-10,665.27,Shipped
O1345,C0096,P003,4,02/07/2023,641.23,pending
O1346,C0188,P034,1,07-Feb-2023,751.04,Shipped
O1347,C0118,P025,1,01/11/2023,44.78,Shipped
O1348,C0027,P034,1,2023-03-07,256.59,SHIPPED
O1349,C0071,P035,1,18-May-2023,,Shipped
O1350,C0053,P035,2,02/03/2023,645.16,Pending
O1351,C0087,P035,4,01/14/2023,49.86,shipped
O1352,C0181,P039,4,25-Jun-2023,256.83,delivered
O1353,C0137,P006,4,2023-06-15,83.4,pending
O1354,C0080,P044,4,05/09/2023,186.8,pending
O1355,C0047,P045,3,03/16/2023,33.91,delivered
O1356,C0044,P019,2,11-Jan-2023,330.49,Cancelled
O1357,C0019,P020,4,2023-04-13,202.52,SHIPPED
O1358,C0054,P045,4,22-Feb-2023,280.34,Shipped
O1359,C0190,P046,5,04/06/2023,,pending
O1360,C0018,P039,4,2023-02-27,,Pending
O1361,C0194,P041,2,2023-04-07,240.29,Cancelled
O1362,C0082,P020,3,03-Mar-2023,749.97,Shipped
O1363,C0157,P033,3,23-Jan-2023,721.85,delivered
O1364,C0092,P008,2,06/13/2023,476.23,pending
O1365,C0112,P035,2,04/05/2023,313.83,delivered
O1366,C0172,P009,-1,2023-02-03,709.06,Cancelled
O1367,C0107,P030,4,04/13/2023,368.97,shipped
O1368,C0048,P028,2,2023-05-12,222.71,Shipped
O1369,C0146,P031,4,05/28/2023,73.25,pending
O1370,C0133,P006,2,22-Jan-2023,595.93,Pending
O1371,C0149,P020,5,19-Apr-2023,380.41,SHIPPED
O1372,C0108,P023,3,24-Mar-2023,559.09,SHIPPED
O1373,C0016,P041,1,01/10/2023,240.49,Shipped
O1374,C0033,P033,-1,2023-01-24,231.97,Pending
O1375,C0045,P038,3,06-Apr-2023,216.39,delivered
O1376,C0009,P022,5,04/25/2023,131.78,shipped
O1377,C0170,P029,5,2023-01-02,282.61,pending
O1378,C0103,P031,5,05-Mar-2023,549.97,delivered
O1379,C0112,P001,4,04-Jan-2023,769.79,Cancelled
O1380,C0091,P028,3,06/19/2023,,pending
O1381,C0198,P044,5,11-Feb-2023,420.76,Shipped
O1382,C0173,P999,1,06/10/2023,551.54,shipped
O1383,C0009,P002,5,04-Jun-2023,670.01,Shipped
O1384,C0023,P039,5,02/09/2023,,pending
O1385,C0170,P005,3,2023-03-09,556.85,delivered
O1386,C0019,P018,3,2023-02-15,214.01,pending
O1387,C0052,P040,-1,06/04/2023,617.28,Cancelled
O1388,C9999,P007,3,2023-06-21,24.82,Shipped
O1389,C0171,P025,4,04/16/2023,417.15,pending
O1390,C0187,P050,2,04-Apr-2023,763.78,Pending
O1391,C0092,P022,1,04/25/2023,684.14,Cancelled
O1392,C0052,P012,2,06/12/2023,,Shipped
O1393,C0162,P029,2,03-Apr-2023,797.14,Cancelled
O1394,C0079,P032,4,26-Mar-2023,22.97,Shipped
O1395,C0104,P008,5,24-Feb-2023,545.68,shipped
O1396,C0019,P003,1,2023-06-21,,Shipped
O1397,C0045,P041,1,01/04/2023,144.84,Pending
O1398,C0158,P015,3,04-Mar-2023,785.93,Pending
O1399,C0140,P009,2,2023-01-09,478.54,delivered
O1400,C0107,P011,4,06/20/2023,,delivered
O1401,C0041,P002,1,14-Mar-2023,80.42,delivered
O1402,C0198,P031,3,2023-05-23,335.5,Pending
O1403,C0047,P046,3,2023-01-17,13.61,Pending
O1404,C0093,P049,4,2023-02-04,530.87,Cancelled
O1405,C0122,P032,1,11-Mar-2023,297.71,delivered
O1406,C0195,P030,5,2023-01-03,630.54,Cancelled
O1407,C0114,P038,3,02/24/2023,97.0,delivered
O1408,C0052,P025,5,2023-05-15,,pending
O1409,C0096,P009,3,2023-06-19,,SHIPPED
O1410,C0035,P008,2,26-Feb-2023,183.68,Pending
O1411,C0044,P037,1,02/19/2023,422.2,delivered
O1412,C9999,P018,2,05-May-2023,353.06,Shipped
O1413,C0107,P003,5,2023-06-27,429.59,pending
O1414,C0127,P016,4,2023-06-03,114.84,pending
O1415,C0172,P020,5,28-Feb-2023,29.29,pending
O1416,C0048,P024,1,2023-03-17,65.85,SHIPPED
O1417,C0110,P049,5,11-May-2023,173.65,Shipped
O1418,C0132,P044,4,21-Feb-2023,499.12,Cancelled
O1419,C0018,P036,3,28-May-2023,99.71,shipped
O1420,C0193,P048,3,03/12/2023,,pending
O1421,C0129,P034,5,12-May-2023,430.96,Cancelled
O1422,C0017,P013,1,2023-01-04,151.26,SHIPPED
O1423,C0029,P045,2,2023-06-18,505.55,pending
O1424,C0089,P027,3,05/21/2023,27.41,pending
O1425,C0149,P022,4,04/15/2023,560.52,Pending
O1426,C0034,P020,4,02/12/2023,237.64,pending
O1427,C0043,P040,3,2023-06-26,148.53,shipped
O1428,C0061,P008,2,02-Jun-2023,302.04,SHIPPED
O1429,C0089,P010,2,2023-04-25,,pending
O1430,C9999,P010,5,25-Mar-2023,567.31,Cancelled
O1431,C0038,P037,3,22-Feb-2023,588.0,Shipped
O1432,C0079,P002,4,19-Feb-2023,267.83,shipped
O1433,C0197,P018,4,04/07/2023,766.52,SHIPPED
O1434,C0155,P039,3,2023-04-12,575.61,SHIPPED
O1435,C0089,P023,5,04/26/2023,585.0,SHIPPED
O1436,C0042,P047,-1,02/10/2023,,delivered
O1437,C0135,P022,4,06-Apr-2023,333.47,pending
O1438,C0182,P037,2,27-Mar-2023,238.68,SHIPPED
O1439,C0127,P036,1,2023-06-16,247.13,Cancelled
O1440,C0171,P019,2,20-Jan-2023,614.13,SHIPPED
O1441,C0149,P031,4,2023-06-19,656.44,delivered
O1442,C0067,P011,4,03/12/2023,117.04,Cancelled
O1443,C0092,P004,1,2023-01-20,615.49,Pending
O1444,C0083,P021,3,05/19/2023,561.39,delivered
O1445,C0037,P001,4,05-Feb-2023,737.52,shipped
O1446,C0049,P036,5,01/14/2023,572.91,Shipped
O1447,C0030,P009,3,05/17/2023,119.82,shipped
O1448,C9999,P020,0,2023-03-05,558.45,shipped
O1449,C0021,P028,1,2023-02-04,392.56,delivered
O1450,C0169,P033,3,2023-01-26,,Pending
O1451,C0053,P038,3,03/19/2023,124.99,SHIPPED
O1452,C0042,P033,5,2023-01-17,88.29,Cancelled
O1453,C0050,P019,1,28-May-2023,87.96,pending
O1454,C0094,P045,1,2023-02-17,290.31,pending
O1455,C0029,P049,1,18-Mar-2023,401.69,Shipped
O1456,C0022,P021,4,08-Apr-2023,256.49,pending
O1457,C0075,P028,4,16-Jun-2023,,Shipped
O1458,C0102,P029,-1,2023-01-24,326.49,Shipped
O1459,C0094,P013,0,25-Mar-2023,672.11,delivered
O1460,C0149,P038,4,04/17/2023,536.67,shipped
O1461,C0197,P030,4,2023-06-02,,pending
O1462,C0174,P002,3,22-Jan-2023,,delivered
O1463,C0127,P030,4,2023-05-18,438.53,delivered
O1464,C0009,P028,4,06-Jan-2023,307.31,Cancelled
O1465,C0200,P020,-1,19-Jan-2023,575.42,pending
O1466,C0169,P036,4,16-Mar-2023,,pending
O1467,C0158,P044,3,12-Mar-2023,,Pending
O1468,C0007,P049,1,2023-01-22,793.64,shipped
O1469,C0061,P042,1,2023-05-11,100.43,pending
O1470,C0169,P028,3,13-Mar-2023,,pending
O1471,C0083,P037,2,06-Mar-2023,407.19,SHIPPED
O1472,C0094,P028,1,10-Jan-2023,433.31,pending
O1473,C0058,P040,5,05/16/2023,,shipped
O1474,C0089,P005,3,09-Apr-2023,436.56,Pending
O1475,C0117,P043,1,07-Apr-2023,417.82,delivered
O1476,C0191,P030,5,2023-06-21,726.4,Pending
O1477,C0052,P024,3,2023-01-21,334.11,delivered
O1478,C0106,P018,3,2023-02-07,196.54,shipped
O1479,C0080,P030,4,02/01/2023,39.23,delivered
O1480,C0072,P043,1,11-Jan-2023,,SHIPPED
O1481,C0017,P027,1,04-Feb-2023,673.45,Cancelled
O1482,C0129,P008,5,01/25/2023,708.81,SHIPPED
